x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,y
0.580469139606352,-0.902534044352041,0.617899185491927,-0.997942483048063,-2.46379885291292,-0.846454754606928,2.34984931861577,0.375399753887845,-0.649333545052603,1.60463714673121,-0.623059799059301,-0.383125486698553,0
0.78437493067501,-1.07736634614648,0.615780901528014,-0.921910994626596,-2.38855309482096,-0.638047211716389,2.10668394349421,0.361017763515302,-0.714317061183767,1.26023550606888,-0.423339344008178,-0.287791203659398,0
0.791292376845876,-1.08624215597792,0.669772724348832,-0.806111745879768,-2.26078109978322,-0.538490846136154,2.05328232389595,0.266491708025044,-0.842815230290023,1.08179729165852,-0.267201036771176,-0.172203480537056,0
1.21730561675432,-1.08342456526704,0.855482740510684,-0.724879014865734,-2.15555190623277,-0.101878927863935,1.76859704085014,0.303150788652792,-1.04471026065349,0.655289519962364,0.214297594209657,-0.34183962806744,0
1.06535209102792,-1.03017768812177,0.773296985449723,-0.452289351243162,-1.95590655326024,0.248204713041289,1.53047379365254,0.253739589634883,-0.96896069308039,-0.208287168252898,0.331577587079458,0.00728765036117626,0
0.682618801940737,-0.918645395201648,0.622184589937652,-0.14785224232402,-1.76425040153342,0.399775738258104,1.43657655161917,-0.103893440227422,-0.986860621455121,-0.40287400496092,0.560879915976219,0.45414049455791,0
1.19193290227003,-1.2009911317776,0.917758457680288,-0.28282289646643,-1.57446453286318,0.605224572309642,1.14930742582334,-0.164772418513374,-1.29677391227885,-0.1746900904486,0.888677697490103,0.356414928789792,0
1.08548060590775,-1.17162393454529,0.879366850046152,0.052422116401754,-1.3042859460358,0.632927577240849,0.986981304822011,-0.36240417560915,-1.36504869198608,-0.323196034574423,1.10752514553846,0.475680154896828,0
1.23279918034393,-1.291698795336,0.910463502818976,0.063118077545545,-1.09764543989884,0.72753647922002,0.728524338591637,-0.490988036043273,-1.4906343874419,-0.149144757244365,1.28891430661646,0.264640396176708,0
0.897939982476361,-1.30965395200491,0.997361981857286,0.130458434564884,-0.925402679033099,0.947241544776459,0.238446685946325,-0.723681599224063,-1.29826802809663,-0.137689977090239,1.3852744656499,0.361025394354346,0
0.561247209538636,-1.40998572321103,1.06813220085912,0.348270633711551,-0.805255400944594,1.07010472055071,-0.108865394393472,-1.04546396496188,-1.14295153225541,0.280946582395988,1.52037207337599,0.0600317387352379,0
0.44301514074632,-1.54993138308032,1.24603142643934,0.475494229716425,-0.691146044534865,1.10761891564143,-0.334829381590972,-1.13069323066463,-1.10999680872517,0.807270712598303,1.66836201972055,-0.634907630702295,0
